uid,capture_date,deaths
4,2020-01-22,0
4,2020-01-23,0
4,2020-01-24,0
4,2020-01-25,0
4,2020-01-26,0
4,2020-01-27,0
4,2020-01-28,0
4,2020-01-29,0
4,2020-01-30,0
4,2020-01-31,0
4,2020-02-01,0
4,2020-02-02,0
4,2020-02-03,0
4,2020-02-04,0
4,2020-02-05,0
4,2020-02-06,0
4,2020-02-07,0
4,2020-02-08,0
4,2020-02-09,0
4,2020-02-10,0
4,2020-02-11,0
4,2020-02-12,0
4,2020-02-13,0
4,2020-02-14,0
4,2020-02-15,0
4,2020-02-16,0
4,2020-02-17,0
4,2020-02-18,0
4,2020-02-19,0
4,2020-02-20,0
4,2020-02-21,0
4,2020-02-22,0
4,2020-02-23,0
4,2020-02-24,0
4,2020-02-25,0
4,2020-02-26,0
4,2020-02-27,0
4,2020-02-28,0
4,2020-02-29,0
4,2020-03-01,0
4,2020-03-02,0
4,2020-03-03,0
4,2020-03-04,0
4,2020-03-05,0
4,2020-03-06,0
4,2020-03-07,0
4,2020-03-08,0
4,2020-03-09,0
4,2020-03-10,0
4,2020-03-11,0
4,2020-03-12,0
4,2020-03-13,0
4,2020-03-14,0
4,2020-03-15,0
4,2020-03-16,1
4,2020-03-17,1
4,2020-03-18,1
4,2020-03-19,1
4,2020-03-20,1
4,2020-03-21,1
4,2020-03-22,1
4,2020-03-23,1
4,2020-03-24,1
4,2020-03-25,2
4,2020-03-26,2
4,2020-03-27,2
4,2020-03-28,2
4,2020-03-29,2
4,2020-03-30,2
4,2020-03-31,5
4,2020-04-01,5
4,2020-04-02,10
4,2020-04-03,10
4,2020-04-04,10
4,2020-04-05,15
4,2020-04-06,18
4,2020-04-07,18
4,2020-04-08,29
4,2020-04-09,32
4,2020-04-10,32
4,2020-04-11,32
4,2020-04-12,32
4,2020-04-13,32
4,2020-04-14,40
4,2020-04-15,43
4,2020-04-16,54
4,2020-04-17,99
4,2020-04-18,112
4,2020-04-19,131
4,2020-04-20,135
4,2020-04-21,150
4,2020-04-22,166
4,2020-04-23,179
4,2020-04-24,188
4,2020-04-25,188
4,2020-04-26,207
4,2020-04-27,220
4,2020-04-28,228
4,2020-04-29,252
4,2020-04-30,260
4,2020-05-01,310
4,2020-05-02,331
4,2020-05-03,345
4,2020-05-04,397
4,2020-05-05,421
4,2020-05-06,458
4,2020-05-07,468
4,2020-05-08,472
4,2020-05-09,502
4,2020-05-10,558
4,2020-05-11,558
4,2020-05-12,610
4,2020-05-13,648
4,2020-05-14,691
4,2020-05-15,745
4,2020-05-16,745
4,2020-05-17,778
4,2020-05-18,801
4,2020-05-19,850
4,2020-05-20,930
4,2020-05-21,938
4,2020-05-22,996
4,2020-05-23,1040
4,2020-05-24,1075
4,2020-05-25,1097
4,2020-05-26,1128
4,2020-05-27,1138
4,2020-05-28,1209
4,2020-05-29,1259
4,2020-05-30,1303
4,2020-05-31,1328
4,2020-06-01,1428
4,2020-06-02,1450
4,2020-06-03,1522
4,2020-06-04,1585
4,2020-06-05,1762
4,2020-06-06,1830
4,2020-06-07,1875
4,2020-06-08,2171
4,2020-06-09,2651
4,2020-06-10,3013
4,2020-06-11,3326
4,2020-06-12,3928
4,2020-06-13,4201
4,2020-06-14,4725
4,2020-06-15,5164
4,2020-06-16,5508
4,2020-06-17,6158
4,2020-06-18,7660
4,2020-06-19,7962
4,2020-06-20,8292
4,2020-06-21,8764
4,2020-06-22,8841
4,2020-06-23,9260
4,2020-06-24,9869
4,2020-06-25,10174
4,2020-06-26,10306
4,2020-06-27,10674
4,2020-06-28,12604
4,2020-06-29,13934
4,2020-06-30,14131
4,2020-07-01,15651
4,2020-07-02,16041
4,2020-07-03,17331
4,2020-07-04,19164
4,2020-07-05,19366
4,2020-07-06,20103
4,2020-07-07,20179
4,2020-07-08,20700
4,2020-07-09,20847
4,2020-07-10,20882
4,2020-07-11,21135
4,2020-07-12,21216
4,2020-07-13,21254
4,2020-07-14,21454
4,2020-07-15,22456
4,2020-07-16,22824
4,2020-07-17,23151
4,2020-07-18,23273
4,2020-07-19,23634
4,2020-07-20,23741
4,2020-07-21,23741
4,2020-07-22,23924
4,2020-07-23,24550
4,2020-07-24,24602
4,2020-07-25,24793
4,2020-07-26,25180
4,2020-07-27,25198
4,2020-07-28,25358
4,2020-07-29,25389
4,2020-07-30,25471
4,2020-07-31,25509
4,2020-08-01,25509
4,2020-08-02,25510
4,2020-08-03,25669
4,2020-08-04,25669
4,2020-08-05,25742
4,2020-08-06,25840
4,2020-08-07,25903
4,2020-08-08,25960
4,2020-08-09,25960
4,2020-08-10,26228
4,2020-08-11,26415
4,2020-08-12,26694
4,2020-08-13,26714
4,2020-08-14,26714
4,2020-08-15,27166
4,2020-08-16,27166
4,2020-08-17,27166
4,2020-08-18,27166
4,2020-08-19,27166
4,2020-08-20,27681
4,2020-08-21,28016
4,2020-08-22,28016
4,2020-08-23,28180
4,2020-08-24,28360
4,2020-08-25,28440
4,2020-08-26,29042
4,2020-08-27,29046
4,2020-08-28,29059
4,2020-08-29,29063
4,2020-08-30,29089
4,2020-08-31,29089
4,2020-09-01,29231
4,2020-09-02,29315
4,2020-09-03,29390
4,2020-09-04,29713
4,2020-09-05,30082
4,2020-09-06,30537
4,2020-09-07,30557
4,2020-09-08,30715
4,2020-09-09,31048
4,2020-09-10,31129
4,2020-09-11,31154
4,2020-09-12,31234
4,2020-09-13,31638
4,2020-09-14,32073
4,2020-09-15,32098
4,2020-09-16,32503
4,2020-09-17,32505
4,2020-09-18,32576
4,2020-09-19,32576
4,2020-09-20,32576
4,2020-09-21,32576
4,2020-09-22,32576
4,2020-09-23,32610
4,2020-09-24,32619
4,2020-09-25,32619
4,2020-09-26,32635
4,2020-09-27,32642
4,2020-09-28,32642
4,2020-09-29,32746
4,2020-09-30,32789
4,2020-10-01,32842
4,2020-10-02,32842
4,2020-10-03,32842
4,2020-10-04,32852
4,2020-10-05,32879
4,2020-10-06,32977
4,2020-10-07,33045
4,2020-10-08,33058
4,2020-10-09,33058
4,2020-10-10,33064
4,2020-10-11,33114
4,2020-10-12,33118
4,2020-10-13,33308
4,2020-10-14,33354
4,2020-10-15,33447
4,2020-10-16,33516
4,2020-10-17,33561
4,2020-10-18,33614
4,2020-10-19,33760
4,2020-10-20,33790
4,2020-10-21,33824
4,2020-10-22,33831
4,2020-10-23,34010
4,2020-10-24,34023
4,2020-10-25,34129
4,2020-10-26,34150
4,2020-10-27,34217
4,2020-10-28,34237
4,2020-10-29,34239
4,2020-10-30,34258
4,2020-10-31,34321
4,2020-11-01,34326
4,2020-11-02,34342
4,2020-11-03,34355
4,2020-11-04,34362
4,2020-11-05,34440
4,2020-11-06,34440
4,2020-11-07,34446
4,2020-11-08,34458
4,2020-11-09,34721
4,2020-11-10,34954
4,2020-11-11,34967
4,2020-11-12,35024
4,2020-11-13,35036
4,2020-11-14,35067
4,2020-11-15,35092
4,2020-11-16,35137
4,2020-11-17,35160
4,2020-11-18,35295
4,2020-11-19,35350
4,2020-11-20,35370
4,2020-11-21,35422
4,2020-11-22,35934
4,2020-11-23,35976
4,2020-11-24,36122
4,2020-11-25,36145
4,2020-11-26,36232
4,2020-11-27,36295
4,2020-11-28,36709
4,2020-11-29,36716
4,2020-11-30,36831
4,2020-12-01,36946
4,2020-12-02,37218
4,2020-12-03,37260
4,2020-12-04,37260
4,2020-12-05,37393
4,2020-12-06,37685
4,2020-12-07,37879
4,2020-12-08,37920
4,2020-12-09,38032
4,2020-12-10,38099
4,2020-12-11,38141
4,2020-12-12,38200
4,2020-12-13,38250
4,2020-12-14,38252
4,2020-12-15,38336
4,2020-12-16,38475
4,2020-12-17,38505
4,2020-12-18,38540
4,2020-12-19,38613
4,2020-12-20,39006
4,2020-12-21,39508
4,2020-12-22,39585
4,2020-12-23,39692
4,2020-12-24,40359
4,2020-12-25,40444
4,2020-12-26,40784
4,2020-12-27,41096
4,2020-12-28,41441
4,2020-12-29,41543
4,2020-12-30,41612
4,2020-12-31,41727
4,2021-01-01,41727
4,2021-01-02,41727
4,2021-01-03,41727
4,2021-01-04,42530
4,2021-01-05,42666
4,2021-01-06,42666
4,2021-01-07,43291
4,2021-01-08,43440
4,2021-01-09,43740
4,2021-01-10,43948
4,2021-01-11,44137
4,2021-01-12,44608
4,2021-01-13,44850
4,2021-01-14,45298
4,2021-01-15,45434
4,2021-01-16,45465
4,2021-01-17,45868
4,2021-01-18,46359
4,2021-01-19,46554
4,2021-01-20,46759
4,2021-01-21,46887
4,2021-01-22,46912
4,2021-01-23,46943
4,2021-01-24,47298
4,2021-01-25,47365
4,2021-01-26,47459
4,2021-01-27,47549
4,2021-01-28,47583
4,2021-01-29,47606
4,2021-01-30,47609
4,2021-01-31,47679
4,2021-02-01,47723
4,2021-02-02,47798
4,2021-02-03,47982
4,2021-02-04,47995
4,2021-02-05,48018
4,2021-02-06,48027
4,2021-02-07,48041
4,2021-02-08,48042
4,2021-02-09,48109
4,2021-02-10,48133
4,2021-02-11,48279
4,2021-02-12,48390
4,2021-02-13,48392
4,2021-02-14,48395
4,2021-02-15,48433
4,2021-02-16,48514
4,2021-02-17,48626
4,2021-02-18,48798
4,2021-02-19,48803
4,2021-02-20,48820
4,2021-02-21,48834
4,2021-02-22,48895
4,2021-02-23,48967
4,2021-02-24,49086
4,2021-02-25,49281
4,2021-02-26,49285
4,2021-02-27,49288
4,2021-02-28,49333
4,2021-03-01,49344
4,2021-03-02,49347
4,2021-03-03,49359
4,2021-03-04,49362
4,2021-03-05,49362
4,2021-03-06,49369
4,2021-03-07,49378
4,2021-03-08,49402
4,2021-03-09,49409
4,2021-03-10,49499
4,2021-03-11,49499
4,2021-03-12,49499
4,2021-03-13,49471
4,2021-03-14,49477
4,2021-03-15,49481
4,2021-03-16,49499
4,2021-03-17,49536
4,2021-03-18,49664
4,2021-03-19,49681
4,2021-03-20,49681
4,2021-03-21,49737
4,2021-03-22,49743
4,2021-03-23,49752
4,2021-03-24,49802
4,2021-03-25,49937
4,2021-03-26,49994
4,2021-03-27,49994
4,2021-03-28,50013
4,2021-03-29,50666
4,2021-03-30,51473
4,2021-03-31,51550
4,2021-04-01,51788
4,2021-04-02,51798
4,2021-04-03,51802
4,2021-04-04,51885
4,2021-04-05,51902
4,2021-04-06,51928
4,2021-04-07,51940
4,2021-04-08,51956
4,2021-04-09,51961
4,2021-04-10,51962
4,2021-04-11,51989
4,2021-04-12,52005
4,2021-04-13,52013
4,2021-04-14,52022
8,2020-01-22,0
8,2020-01-23,0
8,2020-01-24,0
8,2020-01-25,0
8,2020-01-26,0
8,2020-01-27,0
8,2020-01-28,0
8,2020-01-29,0
8,2020-01-30,0
8,2020-01-31,0
8,2020-02-01,0
8,2020-02-02,0
8,2020-02-03,0
8,2020-02-04,0
8,2020-02-05,0
8,2020-02-06,0
8,2020-02-07,0
8,2020-02-08,0
8,2020-02-09,0
8,2020-02-10,0
8,2020-02-11,0
8,2020-02-12,0
8,2020-02-13,0
8,2020-02-14,0
8,2020-02-15,0
8,2020-02-16,0
8,2020-02-17,0
8,2020-02-18,0
8,2020-02-19,0
8,2020-02-20,0
8,2020-02-21,0
8,2020-02-22,0
8,2020-02-23,0
8,2020-02-24,0
8,2020-02-25,0
8,2020-02-26,0
8,2020-02-27,0
8,2020-02-28,0
8,2020-02-29,0
8,2020-03-01,0
8,2020-03-02,0
8,2020-03-03,0
8,2020-03-04,0
8,2020-03-05,0
8,2020-03-06,0
8,2020-03-07,0
8,2020-03-08,0
8,2020-03-09,0
8,2020-03-10,0
8,2020-03-11,0
8,2020-03-12,0
8,2020-03-13,0
8,2020-03-14,0
8,2020-03-15,0
8,2020-03-16,0
8,2020-03-17,0
8,2020-03-18,0
8,2020-03-19,0
8,2020-03-20,0
8,2020-03-21,2
8,2020-03-22,2
8,2020-03-23,2
8,2020-03-24,10
8,2020-03-25,17
8,2020-03-26,17
8,2020-03-27,31
8,2020-03-28,31
8,2020-03-29,33
8,2020-03-30,44
8,2020-03-31,52
8,2020-04-01,67
8,2020-04-02,76
8,2020-04-03,89
8,2020-04-04,99
8,2020-04-05,104
8,2020-04-06,116
8,2020-04-07,131
8,2020-04-08,154
8,2020-04-09,165
8,2020-04-10,182
8,2020-04-11,197
8,2020-04-12,217
8,2020-04-13,232
8,2020-04-14,248
8,2020-04-15,251
8,2020-04-16,277
8,2020-04-17,283
8,2020-04-18,302
8,2020-04-19,314
8,2020-04-20,327
8,2020-04-21,345
8,2020-04-22,356
8,2020-04-23,385
8,2020-04-24,394
8,2020-04-25,403
8,2020-04-26,410
8,2020-04-27,422
8,2020-04-28,431
8,2020-04-29,455
8,2020-04-30,470
8,2020-05-01,488
8,2020-05-02,519
8,2020-05-03,531
8,2020-05-04,543
8,2020-05-05,570
8,2020-05-06,595
8,2020-05-07,605
8,2020-05-08,620
8,2020-05-09,627
8,2020-05-10,650
8,2020-05-11,654
8,2020-05-12,682
8,2020-05-13,688
8,2020-05-14,694
8,2020-05-15,705
8,2020-05-16,714
8,2020-05-17,715
8,2020-05-18,727
8,2020-05-19,742
8,2020-05-20,758
8,2020-05-21,771
8,2020-05-22,777
8,2020-05-23,783
8,2020-05-24,789
8,2020-05-25,795
8,2020-05-26,803
8,2020-05-27,812
8,2020-05-28,823
8,2020-05-29,851
8,2020-05-30,857
8,2020-05-31,872
8,2020-06-01,877
8,2020-06-02,891
8,2020-06-03,898
8,2020-06-04,898
8,2020-06-05,910
8,2020-06-06,925
8,2020-06-07,938
8,2020-06-08,945
8,2020-06-09,960
8,2020-06-10,980
8,2020-06-11,1001
8,2020-06-12,1034
8,2020-06-13,1039
8,2020-06-14,1044
8,2020-06-15,1055
8,2020-06-16,1064
8,2020-06-17,1077
8,2020-06-18,1086
8,2020-06-19,1114
8,2020-06-20,1126
8,2020-06-21,1134
8,2020-06-22,1159
8,2020-06-23,1195
8,2020-06-24,1217
8,2020-06-25,1250
8,2020-06-26,1298
8,2020-06-27,1346
8,2020-06-28,1384
8,2020-06-29,1438
8,2020-06-30,1459
8,2020-07-01,1516
8,2020-07-02,1559
8,2020-07-03,1592
8,2020-07-04,1637
8,2020-07-05,1657
8,2020-07-06,1702
8,2020-07-07,1744
8,2020-07-08,1791
8,2020-07-09,1832
8,2020-07-10,1875
8,2020-07-11,1881
8,2020-07-12,1946
8,2020-07-13,2014
8,2020-07-14,2062
8,2020-07-15,2091
8,2020-07-16,2137
8,2020-07-17,2214
8,2020-07-18,2264
8,2020-07-19,2311
8,2020-07-20,2352
8,2020-07-21,2397
8,2020-07-22,2463
8,2020-07-23,2523
8,2020-07-24,2608
8,2020-07-25,2637
8,2020-07-26,2682
8,2020-07-27,2745
8,2020-07-28,2789
8,2020-07-29,2830
8,2020-07-30,2883
8,2020-07-31,2952
8,2020-08-01,2961
8,2020-08-02,3018
8,2020-08-03,3031
8,2020-08-04,3031
8,2020-08-05,3123
8,2020-08-06,3155
8,2020-08-07,3227
8,2020-08-08,3268
8,2020-08-09,3342
8,2020-08-10,3379
8,2020-08-11,3480
8,2020-08-12,3552
8,2020-08-13,3616
8,2020-08-14,3695
8,2020-08-15,3746
8,2020-08-16,3794
8,2020-08-17,3816
8,2020-08-18,3871
8,2020-08-19,3928
8,2020-08-20,3986
8,2020-08-21,4096
8,2020-08-22,4184
8,2020-08-23,4332
8,2020-08-24,4413
8,2020-08-25,4530
8,2020-08-26,4633
8,2020-08-27,4791
8,2020-08-28,4923
8,2020-08-29,5020
8,2020-08-30,5139
8,2020-08-31,5214
8,2020-09-01,5441
8,2020-09-02,5582
8,2020-09-03,5732
8,2020-09-04,5882
8,2020-09-05,5976
8,2020-09-06,6106
8,2020-09-07,6186
8,2020-09-08,6239
8,2020-09-09,6284
8,2020-09-10,6346
8,2020-09-11,6443
8,2020-09-12,6494
8,2020-09-13,6569
8,2020-09-14,6615
8,2020-09-15,6668
8,2020-09-16,6733
8,2020-09-17,6788
8,2020-09-18,6831
8,2020-09-19,6888
8,2020-09-20,6940
8,2020-09-21,6995
8,2020-09-22,7042
8,2020-09-23,7139
8,2020-09-24,7239
8,2020-09-25,7309
8,2020-09-26,7397
8,2020-09-27,7397
8,2020-09-28,7629
8,2020-09-29,7732
8,2020-09-30,7847
8,2020-10-01,8077
8,2020-10-02,8342
8,2020-10-03,8536
8,2020-10-04,8675
8,2020-10-05,8825
8,2020-10-06,8965
8,2020-10-07,9115
8,2020-10-08,9215
8,2020-10-09,9304
8,2020-10-10,9406
8,2020-10-11,9500
8,2020-10-12,9585
8,2020-10-13,9675
8,2020-10-14,9762
8,2020-10-15,9864
8,2020-10-16,9957
8,2020-10-17,10001
8,2020-10-18,10071
8,2020-10-19,10167
8,2020-10-20,10225
8,2020-10-21,10341
8,2020-10-22,10395
8,2020-10-23,10466
8,2020-10-24,10548
8,2020-10-25,10654
8,2020-10-26,10705
8,2020-10-27,10808
8,2020-10-28,10893
8,2020-10-29,11007
8,2020-10-30,11097
8,2020-10-31,11189
8,2020-11-01,11246
8,2020-11-02,11367
8,2020-11-03,11473
8,2020-11-04,11578
8,2020-11-05,11696
8,2020-11-06,11861
8,2020-11-07,12002
8,2020-11-08,12092
8,2020-11-09,12203
8,2020-11-10,12353
8,2020-11-11,12493
8,2020-11-12,12574
8,2020-11-13,12667
8,2020-11-14,12767
8,2020-11-15,12889
8,2020-11-16,13453
8,2020-11-17,13804
8,2020-11-18,14216
8,2020-11-19,14565
8,2020-11-20,15055
8,2020-11-21,15469
8,2020-11-22,15842
8,2020-11-23,16230
8,2020-11-24,16666
8,2020-11-25,17031
8,2020-11-26,17352
8,2020-11-27,17755
8,2020-11-28,18152
8,2020-11-29,18481
8,2020-11-30,18849
8,2020-12-01,19384
8,2020-12-02,19912
8,2020-12-03,20484
8,2020-12-04,20974
8,2020-12-05,21286
8,2020-12-06,21617
8,2020-12-07,22180
8,2020-12-08,22527
8,2020-12-09,23072
8,2020-12-10,23609
8,2020-12-11,24136
8,2020-12-12,24520
8,2020-12-13,24820
8,2020-12-14,24820
8,2020-12-15,25876
8,2020-12-16,26381
8,2020-12-17,26898
8,2020-12-18,27426
8,2020-12-19,27831
8,2020-12-20,28121
8,2020-12-21,28752
8,2020-12-22,29249
8,2020-12-23,29799
8,2020-12-24,30276
8,2020-12-25,30790
8,2020-12-26,31181
8,2020-12-27,31565
8,2020-12-28,32122
8,2020-12-29,32700
8,2020-12-30,33185
8,2020-12-31,33634
8,2021-01-01,33634
8,2021-01-02,34353
8,2021-01-03,34648
8,2021-01-04,34996
8,2021-01-05,35551
8,2021-01-06,36102
8,2021-01-07,36535
8,2021-01-08,36971
8,2021-01-09,37327
8,2021-01-10,37648
8,2021-01-11,37981
8,2021-01-12,38421
8,2021-01-13,38860
8,2021-01-14,39246
8,2021-01-15,39625
8,2021-01-16,40090
8,2021-01-17,40453
8,2021-01-18,40870
8,2021-01-19,41464
8,2021-01-20,41969
8,2021-01-21,42426
8,2021-01-22,42895
8,2021-01-23,43384
8,2021-01-24,43890
8,2021-01-25,44291
8,2021-01-26,44880
8,2021-01-27,45383
8,2021-01-28,45906
8,2021-01-29,46420
8,2021-01-30,46927
8,2021-01-31,47424
8,2021-02-01,47922
8,2021-02-02,48377
8,2021-02-03,48958
8,2021-02-04,49543
8,2021-02-05,50219
8,2021-02-06,50875
8,2021-02-07,51444
8,2021-02-08,52128
8,2021-02-09,52933
8,2021-02-10,53616
8,2021-02-11,54362
8,2021-02-12,55243
8,2021-02-13,55983
8,2021-02-14,56764
8,2021-02-15,57736
8,2021-02-16,58794
8,2021-02-17,59684
8,2021-02-18,60675
8,2021-02-19,61605
8,2021-02-20,62533
8,2021-02-21,63329
8,2021-02-22,64318
8,2021-02-23,65403
8,2021-02-24,66309
8,2021-02-25,67158
8,2021-02-26,68007
8,2021-02-27,68969
8,2021-02-28,69773
8,2021-03-01,70413
8,2021-03-02,71173
8,2021-03-03,72076
8,2021-03-04,72853
8,2021-03-05,73610
8,2021-03-06,74352
8,2021-03-07,75190
8,2021-03-08,75887
8,2021-03-09,76784
8,2021-03-10,77498
8,2021-03-11,78259
8,2021-03-12,79131
8,2021-03-13,79821
8,2021-03-14,80483
8,2021-03-15,81061
8,2021-03-16,81810
8,2021-03-17,82554
8,2021-03-18,83264
8,2021-03-19,83954
8,2021-03-20,84625
8,2021-03-21,85147
8,2021-03-22,85846
8,2021-03-23,86497
8,2021-03-24,87193
8,2021-03-25,87760
8,2021-03-26,88349
8,2021-03-27,88899
8,2021-03-28,89456
8,2021-03-29,90024
8,2021-03-30,90617
8,2021-03-31,91271
8,2021-04-01,91875
8,2021-04-02,92500
8,2021-04-03,93173
8,2021-04-04,93842
8,2021-04-05,94431
8,2021-04-06,95035
8,2021-04-07,95600
8,2021-04-08,96129
8,2021-04-09,96672
8,2021-04-10,97206
8,2021-04-11,97723
8,2021-04-12,98269
8,2021-04-13,98903
8,2021-04-14,99441
12,2020-01-22,0
12,2020-01-23,0
12,2020-01-24,0
12,2020-01-25,0
12,2020-01-26,0
12,2020-01-27,0
12,2020-01-28,0
12,2020-01-29,0
12,2020-01-30,0
12,2020-01-31,0
12,2020-02-01,0
12,2020-02-02,0
12,2020-02-03,0
12,2020-02-04,0
12,2020-02-05,0
12,2020-02-06,0
12,2020-02-07,0
12,2020-02-08,0
12,2020-02-09,0
12,2020-02-10,0
12,2020-02-11,0
12,2020-02-12,0
12,2020-02-13,0
12,2020-02-14,0
12,2020-02-15,0
12,2020-02-16,0
12,2020-02-17,0
12,2020-02-18,0
12,2020-02-19,0
12,2020-02-20,0
12,2020-02-21,0
12,2020-02-22,0
12,2020-02-23,0
12,2020-02-24,0
12,2020-02-25,0
12,2020-02-26,0
12,2020-02-27,0
12,2020-02-28,0
12,2020-02-29,0
12,2020-03-01,0
12,2020-03-02,0
12,2020-03-03,0
12,2020-03-04,0
12,2020-03-05,0
12,2020-03-06,0
12,2020-03-07,0
12,2020-03-08,0
12,2020-03-09,0
12,2020-03-10,0
12,2020-03-11,0
12,2020-03-12,8
12,2020-03-13,8
12,2020-03-14,12
12,2020-03-15,12
12,2020-03-16,12
12,2020-03-17,12
12,2020-03-18,12
12,2020-03-19,32
12,2020-03-20,32
12,2020-03-21,32
12,2020-03-22,65
12,2020-03-23,65
12,2020-03-24,24
12,2020-03-25,65
12,2020-03-26,29
12,2020-03-27,29
12,2020-03-28,31
12,2020-03-29,31
12,2020-03-30,37
12,2020-03-31,46
12,2020-04-01,61
12,2020-04-02,61
12,2020-04-03,62
12,2020-04-04,90
12,2020-04-05,90
12,2020-04-06,90
12,2020-04-07,113
12,2020-04-08,237
12,2020-04-09,347
12,2020-04-10,405
12,2020-04-11,460
12,2020-04-12,591
12,2020-04-13,601
12,2020-04-14,691
12,2020-04-15,708
12,2020-04-16,783
12,2020-04-17,846
12,2020-04-18,894
12,2020-04-19,1047
12,2020-04-20,1099
12,2020-04-21,1152
12,2020-04-22,1204
12,2020-04-23,1355
12,2020-04-24,1408
12,2020-04-25,1479
12,2020-04-26,1508
12,2020-04-27,1558
12,2020-04-28,1651
12,2020-04-29,1702
12,2020-04-30,1779
12,2020-05-01,1821
12,2020-05-02,1872
12,2020-05-03,1936
12,2020-05-04,1998
12,2020-05-05,2067
12,2020-05-06,2197
12,2020-05-07,2323
12,2020-05-08,2467
12,2020-05-09,2546
12,2020-05-10,2678
12,2020-05-11,2841
12,2020-05-12,2998
12,2020-05-13,3058
12,2020-05-14,3158
12,2020-05-15,3271
12,2020-05-16,3409
12,2020-05-17,3507
12,2020-05-18,3625
12,2020-05-19,3746
12,2020-05-20,3968
12,2020-05-21,4062
12,2020-05-22,4256
12,2020-05-23,4426
12,2020-05-24,4784
12,2020-05-25,4747
12,2020-05-26,4918
12,2020-05-27,5129
12,2020-05-28,5277
12,2020-05-29,5422
12,2020-05-30,5549
12,2020-05-31,5748
12,2020-06-01,5894
12,2020-06-02,6067
12,2020-06-03,6218
12,2020-06-04,6297
12,2020-06-05,6453
12,2020-06-06,6631
12,2020-06-07,6717
12,2020-06-08,6799
12,2020-06-09,6951
12,2020-06-10,7074
12,2020-06-11,7255
12,2020-06-12,7322
12,2020-06-13,7420
12,2020-06-14,7606
12,2020-06-15,7735
12,2020-06-16,7842
12,2020-06-17,7943
12,2020-06-18,8078
12,2020-06-19,8196
12,2020-06-20,8324
12,2020-06-21,8422
12,2020-06-22,8559
12,2020-06-23,8674
12,2020-06-24,8792
12,2020-06-25,8920
12,2020-06-26,9066
12,2020-06-27,9202
12,2020-06-28,9371
12,2020-06-29,9674
12,2020-06-30,9897
12,2020-07-01,10040
12,2020-07-02,10342
12,2020-07-03,10832
12,2020-07-04,11181
12,2020-07-05,11492
12,2020-07-06,11884
12,2020-07-07,12094
12,2020-07-08,12329
12,2020-07-09,12637
12,2020-07-10,13124
12,2020-07-11,13124
12,2020-07-12,13743
12,2020-07-13,14019
12,2020-07-14,14295
12,2020-07-15,14792
12,2020-07-16,15107
12,2020-07-17,15430
12,2020-07-18,15744
12,2020-07-19,16051
12,2020-07-20,16400
12,2020-07-21,16646
12,2020-07-22,16983
12,2020-07-23,17369
12,2020-07-24,17369
12,2020-07-25,18076
12,2020-07-26,18088
12,2020-07-27,18837
12,2020-07-28,19233
12,2020-07-29,19592
12,2020-07-30,20082
12,2020-07-31,20537
12,2020-08-01,20988
12,2020-08-02,21419
12,2020-08-03,21901
12,2020-08-04,22375
12,2020-08-05,22802
12,2020-08-06,23238
12,2020-08-07,23667
12,2020-08-08,24083
12,2020-08-09,24506
12,2020-08-10,24920
12,2020-08-11,25263
12,2020-08-12,25627
12,2020-08-13,26004
12,2020-08-14,26308
12,2020-08-15,26644
12,2020-08-16,27017
12,2020-08-17,27347
12,2020-08-18,27653
12,2020-08-19,27971
12,2020-08-20,28281
12,2020-08-21,28587
12,2020-08-22,28874
12,2020-08-23,29142
12,2020-08-24,29369
12,2020-08-25,29587
12,2020-08-26,29886
12,2020-08-27,30157
12,2020-08-28,30436
12,2020-08-29,30717
12,2020-08-30,30978
12,2020-08-31,31244
12,2020-09-01,31493
12,2020-09-02,31746
12,2020-09-03,32006
12,2020-09-04,32259
12,2020-09-05,32481
12,2020-09-06,32745
12,2020-09-07,32985
12,2020-09-08,33183
12,2020-09-09,33379
12,2020-09-10,33562
12,2020-09-11,33723
12,2020-09-12,33875
12,2020-09-13,34037
12,2020-09-14,34204
12,2020-09-15,34385
12,2020-09-16,34517
12,2020-09-17,34675
12,2020-09-18,34818
12,2020-09-19,34923
12,2020-09-20,35047
12,2020-09-21,35180
12,2020-09-22,35307
12,2020-09-23,35428
12,2020-09-24,35544
12,2020-09-25,35654
12,2020-09-26,35756
12,2020-09-27,35860
12,2020-09-28,35962
12,2020-09-29,36063
12,2020-09-30,36174
12,2020-10-01,36282
12,2020-10-02,36385
12,2020-10-03,36482
12,2020-10-04,36578
12,2020-10-05,36672
12,2020-10-06,36763
12,2020-10-07,36857
12,2020-10-08,36958
12,2020-10-09,37067
12,2020-10-10,37170
12,2020-10-11,37170
12,2020-10-12,37382
12,2020-10-13,37492
12,2020-10-14,37603
12,2020-10-15,37603
12,2020-10-16,37856
12,2020-10-17,37971
12,2020-10-18,38088
12,2020-10-19,38215
12,2020-10-20,38346
12,2020-10-21,38482
12,2020-10-22,38618
12,2020-10-23,38788
12,2020-10-24,38932
12,2020-10-25,39095
12,2020-10-26,39273
12,2020-10-27,39444
12,2020-10-28,39635
12,2020-10-29,39635
12,2020-10-30,40014
12,2020-10-31,40201
12,2020-11-01,40395
12,2020-11-02,40577
12,2020-11-03,40577
12,2020-11-04,41001
12,2020-11-05,41244
12,2020-11-06,41510
12,2020-11-07,41783
12,2020-11-08,42037
12,2020-11-09,42325
12,2020-11-10,42626
12,2020-11-11,42980
12,2020-11-12,42980
